address	city	n	place	zip
44 rue dussoubs	paris	9	école élémentaire	75002
12 rue dussoubs	paris	10	école maternelle	75002
2 rue eugène spuller	paris	1	mairie d'arrondissement	75003
2 rue eugène spuller	paris	2	mairie d'arrondissement	75003
5 rue béranger	paris	3	collège pierre jean béranger	75003
28 rue debelleyme	paris	4	lycée françois truffaut	75003
10 bis rue des quatre fils	paris	5	école élémentaire	75003
7 rue du poitou	paris	6	lycée simone weil	75003
54 rue de turenne	paris	7	école élémentaire	75003
entrée : 6 rue payenne	paris	8	lycée victor hugo	75003
martin	paris	9	école élémentaire - 211 rue saint	75003
25 rue chapon	paris	10	école maternelle	75003
25 rue chapon	paris	11	école maternelle	75003
8 rue des vertus	paris	12	école élémentaire	75003
6 rue de vaucanson	paris	13	école élémentaire	75003
69 rue de turbigo	paris	14	lycée turgot	75003
67 rue turbigo	paris	15	bourse du travail - annexe	75003
2 place baudoyer	paris	1	mairie d'arrondissement	75004
9 rue de moussy	paris	2	école élémentaire	75004
10 rue des hospitalières saint gervais	paris	3	école élémentaire	75004
4 rue fauconnier	paris	4	école maternelle	75004
22 rue de l'ave maria	paris	5	école élémentaire	75004
6 bis place des voges	paris	6	lycée professionnel théophile gautier	75004
21 rue des tournelles	paris	7	école élémentaire	75004
3 rue de l'arsenal	paris	8	mairie de paris - direction des affaires scolaires	75004
18 rue poulletier	paris	9	école maternelle	75004
21 rue saint louis en l'ile	paris	10	école élémentaire	75004
2 allée des justes de france	paris	11	collège françois couperin	75004
40 rue des archives	paris	12	école maternelle	75004
16 rue renard	paris	13	école élémentaire	75004
2 allée des justes de france	paris	14	collège françois couperin	75004
21 place du panthéon	paris	1	mairie	75005
14 rue victor cousin	paris	2	école élémentaire	75005
jacques	paris	3	école élémentaire - 28 rue saint	75005
30 rue saint jacques	paris	4	l.e.p abbé grégoire	75005
2 bis bis rue pierre brossolette	paris	5	école élémentaire	75005
2 rue pierre brossolette	paris	6	école élémentaire	75005
jacques	paris	7	école élémentaire - 250 bis rue saint	75005
jacques	paris	8	école élémentaire - 250 bis rue saint	75005
17 rue henri barbusse	paris	9	lycée lavoisier - hall d'accueil	75005
10 rue pierre nicole	paris	10	lycée lavoisier - préau	75005
41 rue de l'arbalète	paris	11	école élémentaire	75005
41 rue de l'arbalète	paris	12	école élémentaire	75005
51 rue lhomond	paris	13	annexe du collège pierre alviset	75005
88 rue monge	paris	14	collège pierre alviset	75005
88 rue monge	paris	15	collège pierre alviset	75005
collège pierre alviset 88 rue monge	paris	16		75005
66 bd saint michel	paris	17	collège raymond queneau	75005
66 bd saint michel	paris	18	collège raymond queneau	75005
39 bis rue poliveau	paris	19	gymnase poliveau	75005
11 rue buffon	paris	20	école élémentaire	75005
27 rue de poissy	paris	21	école maternelle	75005
21 rue de pontoise	paris	22	école élémentaire	75005
13 bis rue des bernardins	paris	23	école sainte catherine	75005
19 rue des boulangers	paris	24	école élémentaire	75005
10 rue rollin	paris	25	école élémentaire	75005
78 rue bonaparte	paris	1	mairie	75006
78 rue bonaparte	paris	2	mairie	75006
9 rue de vaugirard	paris	3	école élémentaire	75006
2 rue du pont de lodi	paris	4	établissement scolaire	75006
7 rue du jardinet	paris	5	école élémentaire	75006
39 rue saint andré des arts	paris	6	école maternelle	75006
5 rue madame	paris	7	lycée maximilien vox	75006
benoît	paris	8	collège jacques prévert - 18 rue saint	75006
benoît	paris	9	collège jacques prévert - 18 rue saint	75006
15 rue auguste comte	paris	10	lycée montaigne	75006
19 rue madame	paris	11	mairie	75006
42 rue madame	paris	12	école élémentaire	75006
112 rue de rennes	paris	13	centre andré malraux	75006
112 rue de rennes	paris	14	centre andré malraux	75006
112 rue de rennes	paris	15	centre andré malraux	75006
6 rue littré	paris	16	école élémentaire	75006
6 rue littré	paris	17	école élémentaire	75006
23 rue du montparnasse	paris	18	école des psychologues praticiens	75006
64 rue d'assas	paris	19	institut sainte-geneviève	75006
61 rue notre dame des champs	paris	20	institut notre dame de sion	75006
61 rue notre dame des champs	paris	21	institut notre dame de sion	75006
109 rue notre dame des champs	paris	22	école alsacienne	75006
116 rue de grenelle	paris	1	mairie d'arrondissement	75007
27 rue las cases	paris	2	école polyvalente	75007
6 bd des invalides	paris	3	institut nationale des invalides	75007
13 rue de l'université	paris	4	institut d'études politique (ex ena)	75007
13 rue de l'université	paris	5	institut d'études politique (ex ena)	75007
116 rue de grenelle	paris	6	mairie d'arrondissement	75007
27 rue saint guillaume	paris	7	institut d'études politiques	75007
8 rue chomel	paris	8	école élémentaire chomel a	75007
42 av duquesne	paris	9	école élémentaire	75007
48 rue vaneau	paris	10	école maternelle	75007
14 rue éblé	paris	11	école maternelle	75007
42 av duquesne	paris	12	école élémentaire	75007
14 rue eblé	paris	13	école élémentaire	75007
10 av la motte picquet	paris	14	école élémentaire	75007
10 av la motte picquet	paris	15	école élémentaire	75007
6 rue cler	paris	16	collège jules romains	75007
6 rue cler	paris	17	collège jules romains	75007
6 rue cler	paris	18	collège jules romains	75007
135 bis rue de l'université	paris	19	conservatoire municipal du 7ème	75007
90 bis rue saint dominique	paris	20	collège lycée la rochefoucauld	75007
28 av rapp	paris	21	école maternelle	75007
1 rue du général camou	paris	22	école élémentaire	75007
1 rue du général camou	paris	23	école élémentaire	75007
35 av de la bourdonnais	paris	24	gymnase municipal camou	75007
3 rue de lisbonne	paris	1	mairie d'arrondissement	75008
11 rue de maleville	paris	2	foyer	75008
38 rue de naples	paris	3	annexe du lycée racine	75008
38 rue de naples	paris	4	annexe du lycée racine	75008
foy	paris	5	collège octave gréard - 28/30 rue du général	75008
45 bd des batignolles	paris	6	lycée chaptal	75008
4 rue de florence	paris	7	école élémentaire	75008
7 rue de moscou	paris	8	école maternelle	75008
12 rue de la bienfaisance	paris	9	école maternelle	75008
18/20 rue de surène	paris	10	école élémentaire	75008
18 rue roquépine	paris	11	gymnase	75008
18 rue roquépine	paris	12	gymnase	75008
baudry	paris	13	école élémentaire - 10 rue paul	75008
baudry	paris	14	école élémentaire - 10 rue paul	75008
honoré	paris	15	centre d'animation beaujon - 208 rue du faubourg saint	75008
12 rue monceau	paris	16	école maternelle	75008
estienne	paris	17	école élémentaire - 7 rue robert	75008
estienne	paris	18	école élémentaire - 8 rue robert	75008
6 rue drouot	paris	1	mairie d'arrondissement - salle rosini	75009
6 rue drouot	paris	2	mairie d'arrondissement - salle rosini	75009
11 rue de la grange batelière	paris	3	école maternelle	75009
32 rue buffault	paris	4	école élémentaire	75009
16 rue de la victoire	paris	5	école élémentaire	75009
65 rue caumartin	paris	6	lycée condorcet	75009
10 rue de clichy	paris	7	école élémentaire	75009
9 rue blanche	paris	8	école élémentaire	75009
9 bis rue blanche	paris	9	école maternelle	75009
12 rue clauzel	paris	10	école maternelle	75009
12 rue clauzel	paris	11	école maternelle	75009
63 rue des martyrs	paris	12	lycée edgar quinet	75009
12 rue chaptal	paris	13	école maternelle	75009
12 rue chaptal	paris	14	école élémentaire	75009
32 rue de bruxelles	paris	15	école élémentaire	75009
35 rue milton	paris	16	gymnase paul gauguin	75009
10 rue hyppolyte lebas	paris	17	école élémentaire	75009
22 rue de rochechouart	paris	18	école maternelle	75009
121 rue du fbg poissonnière	paris	19	lycée lamartine	75009
35 rue milton	paris	20	gymnase paul gauguin	75009
45 rue de la tour d'auvergne	paris	21	école élémentaire	75009
12 av trudaine	paris	22	lycée jacques decour	75009
15 rue de turgot	paris	23	école élémentaire	75009
68 /70 rue de rochechouart	paris	24	école maternelle	75009
68 /70 rue de rochechouart	paris	25	école maternelle	75009
martin	paris	1	mairie d'arrondissement - 72 rue du fbg saint	75010
martin	paris	2	mairie d'arrondissement - 72 rue du fbg saint	75010
2 rue pierre bullet	paris	3	école maternelle	75010
17 rue de marseille	paris	4	école élémentaire	75010
17 rue de marseille	paris	5	école élémentaire	75010
11 rue jean poulmarch	paris	6	collège louise michel	75010
11 rue jean poulmarch	paris	7	collège louise michel	75010
23 rue des récollets	paris	8	école élémentaire	75010
11 rue de lancry	paris	9	centre jean verdier	75010
155 av parmentier	paris	10	école élémentaire	75010
2 rue buisson saint louis	paris	11	gymnase buisson saint louis	75010
200 rue saint maur	paris	12	école élémentaire	75010
200 rue saint maur	paris	13	école élémentaire	75010
16 rue vicq d'azir	paris	14	école élémentaire	75010
18 rue vicq d'azir	paris	15	école maternelle	75010
5 rue boy zélenski	paris	16	école maternelle	75010
6 rue boy zélenski	paris	17	centre d'animation grange aux belles	75010
10 rue eugène varlin	paris	18	école élémentaire	75010
10 rue eugène varlin	paris	19	école élémentaire	75010
195 quai de valmy	paris	20	collège valmy	75010
école élémentaire 216 bis rue la fayette	paris	21		75010
49 bis rue louis blanc	paris	22	école élémentaire	75010
49 bis rue louis blanc	paris	23	école élémentaire	75010
46 rue château landon	paris	24	gymnase château landon	75010
14 rue bossuet	paris	25	école élémentaire	75010
14 rue bossuet	paris	26	école maternelle	75010
21 rue des petits hôtels	paris	27	collège bernard palissy	75010
21 rue des petits hôtels	paris	28	collège bernard palissy	75010
20 bis rue de paradis	paris	29	école maternelle	75010
41 rue de chabrol	paris	30	école élémentaire	75010
9 rue martel	paris	31	école maternelle	75010
9 rue martel	paris	32	école élémentaire	75010
6 rue de metz	paris	33	école élémentaire	75010
6 rue de metz	paris	34	école élémentaire	75010
12 place léon blum	paris	1	mairie d'arrondissement	75011
11 bis av parmentier	paris	2	école élémentaire	75011
144 rue de la roquette	paris	3	école maternelle	75011
35 rue godefroy cavaignac	paris	4	école élémentaire	75011
35 rue godefroy cavaignac	paris	5	école élémentaire	75011
33 rue saint bernard	paris	6	école élémentaire	75011
38 rue trousseau	paris	7	collège anne franck	75011
38 rue trousseau	paris	8	collège anne franck	75011
10 rue keller	paris	9	école élémentaire	75011
10 rue keller	paris	10	école élémentaire	75011
10 rue keller	paris	11	école élémentaire	75011
9 rue popincourt	paris	12	école maternelle	75011
9 rue popincourt	paris	13	école maternelle	75011
13 rue froment	paris	14	école élémentaire	75011
13 bd richard lenoir	paris	15	école maternelle	75011
17 rue alphonse baudin	paris	16	école élémentaire	75011
17 rue alphonse baudin	paris	17	école élémentaire	75011
17 rue alphonse baudin	paris	18	école élémentaire saint sébastien	75011
17 rue alphonse baudin	paris	19	école élémentaire saint sébastien	75011
124 rue amelot	paris	20	collège beaumarchais	75011
124 rue amelot	paris	21	collège beaumarchais	75011
111 av parmentier	paris	22	école élémentaire	75011
111 av parmentier	paris	23	école élémentaire	75011
1 rue pihet	paris	24	école élémentaire	75011
1 rue pihet	paris	25	école élémentaire	75011
2 passage beslay	paris	26	école maternelle	75011
109 av parmentier	paris	27	école maternelle	75011
39 rue des trois bornes	paris	28	groupe scolaire	75011
39 rue des trois bornes	paris	29	groupe scolaire	75011
39 rue des trois bornes	paris	30	groupe scolaire	75011
77 bd de belleville	paris	31	école élémentaire	75011
77 bd de belleville	paris	32	école élémentaire	75011
101 av de la république	paris	33	lycée voltaire	75011
101 av de la république	paris	34	lycée voltaire	75011
98 av de la république	paris	35	école élémentaire	75011
22 rue saint maur	paris	40	école élémentaire	75011
87 rue léon frot	paris	43	collège alain fournier	75011
68 av philippe auguste	paris	44	gymnase philippe auguste	75011
68 av philippe auguste	paris	45	gymnase philippe auguste	75011
30 passage du bureau	paris	46	école élémentaire alexandre dumas	75011
30 passage du bureau	paris	47	école élémentaire alexandre dumas	75011
4 av de bouvines	paris	48	école élémentaire	75011
4 av de bouvines	paris	49	école élémentaire	75011
16 rue titon	paris	50	école élémentaire	75011
16 rue titon	paris	51	école élémentaire	75011
16 rue titon	paris	52	école élémentaire	75011
16 rue titon	paris	53	école élémentaire	75011
8 cité voltaire	paris	54	école élémentaire	75011
8 cité voltaire	paris	55	école élémentaire	75011
4 rue bignon	bureau	1	école élémentaire	75012
56 rue picpus	paris	3	école maternelle	75012
28 rue de la brèche aux loups	paris	4	école maternelle	75012
56 rue picpus	paris	5	école maternelle	75012
47 rue de picpus	paris	6	école maternelle	75012
56 rue de picpus	paris	7	école élémentaite mixte b	75012
56 rue de picpus	paris	8	école élémentaite mixte b	75012
6 rue bignon	paris	9	école élémentaire	75006
57 rue de reuilly	paris	10	école élémentaire mixte a	75012
57 rue de reuilly	paris	11	école élémentaire mixte a	75012
27 rue de reuilly	paris	12	école élémentaire	75012
27 rue de reuilly	paris	13	école élémentaire mixte	75012
57 rue de reuilly	paris	14	école élémentaire mixte b	75012
59 rue de reuilly	paris	15	école maternelle	75012
56 rue de picpus	paris	16	école élémentaire mixte a	75012
56 rue de picpus	paris	17	école élémentaire mixte a	75012
57 rue de reuilly	paris	18	école élémentaire mixte b	75012
181 av daumesnil	paris	19	maison des associations	75012
28 rue de la brèche aux loups	paris	20	école maternelle	75012
16 rue de la brèche aux loups	paris	21	école élémentaire	75012
16 rue de la brèche aux loups	paris	22	école élémentaire	75012
16 rue de la brèche aux loups	paris	23	école élémentaire	75012
16 rue de la brèche aux loups	paris	24	école élémentaire	75012
52 rue de wattignies	paris	25	école élémentaire	75012
40 rue des meuniers	paris	26	école maternelle	75012
52 rue de wattignies	paris	27	école élémentaire	75012
315 rue de charenton	paris	28	école élémentaire	75012
315 rue de charenton	paris	29	école élémentaire	75012
19 rue marsoulan	paris	30	école élémentaire	75012
19 rue marsoulan	paris	31	école élémentaire	75012
8 av lamoricière	paris	32	école élémentaire mixte b	75012
19 rue marsoulan	paris	33	école élémentaire	75012
44 av du docteur arnold netter	paris	34	collège georges courteline	75012
collège georges courteline 44 av du docteur arnold netter	paris	35		75012
10 av lamoricière	paris	36	école élémentaire mixte a	75012
10 av lamoricière	paris	37	école élémentaire mixte a	75012
16 rue montempoivre	paris	38	école maternelle	75012
83 av du général michel bizot	paris	39	école élémentaire mixte a	75012
83 av du général michel bizot	paris	40	école élémentaire mixte a	75012
253 ter av daumesnil	paris	41	école élémentaire mixte b	75012
253 ter av daumesnil	paris	42	école élémentaire mixte b	75012
école maternelle 253 bis av daumesnil	paris	43		75012
13/15 av armand rousseau	paris	44	école maternelle	75012
8 av lamoricière	paris	45	école élémentaire mixte b	75012
4 rue pommard	paris	46	école élémentaire	75012
6 rue pommard	paris	47	école élémentaire	75012
6 rue pommard	paris	48	école élémentaire	75012
6 rue bignon	paris	49	école élémentaire	75012
70 av daumesnil	paris	50	école maternelle	75012
165 rue de bercy	paris	51	école élémentaire	75012
école élémentaire 40 bd diderot	paris	52		75012
41 rue traversière	paris	53	école maternelle	75012
51 rue de charenton	paris	54	école élémentaire	75012
8 rue charles baudelaire	paris	55	école élémentaire	75012
14 rue charles baudelaire	paris	56	collège	75012
40 bd diderot	paris	57	école élémentaire	75012
8 rue charles baudelaire	paris	58	école élémentaire	75012
5 rue jean bouton	paris	59	école élémentaire	75012
5 rue jean bouton	paris	60	école élémentaire	75012
4 rue pommard	paris	61	école élémentaire	75012
1 place d'italie	paris	1	mairie d'arrondissement	75013
13 rue fagon	paris	2	école élémentaire	75013
13 rue fagon	paris	3	école élémentaire	75013
42 rue jenner	paris	4	école élémentaire a	75013
42 rue jenner	paris	5	école élémentaire a	75013
46 rue jenner	paris	6	école élémentaire b	75013
46 rue jenner	paris	7	école élémentaire b	75013
8 rue ricaut	paris	8	école maternelle	75013
8 rue ricaut	paris	9	école maternelle	75013
173 rue du château des rentiers	paris	10	école élémentaire	75013
173 rue du château des rentiers	paris	11	école élémentaire	75013
33 place jeanne d'arc	paris	12	école élémentaire a	75013
33 place jeanne d'arc	paris	13	école élémentaire a	75013
103 rue château des rentiers	paris	14	école élémentaire	75013
57 rue baudricourt	paris	15	école élémentaire a	75013
57 rue baudricourt	paris	16	école élémentaire a	75013
55 rue baudricourt	paris	17	école élémentaire b	75013
55 rue baudricourt	paris	18	école élémentaire b	75013
47 av d'ivry	paris	19	école élémentaire b	75013
3 rue emile levassor	paris	20	école élémentaire	75013
51 av de la porte d'ivry	paris	21	école élémentaire	75013
9 rue franc nohain	paris	22	école élémentaire	75013
37 rue du château rentiers	paris	23	école élémentaire	75013
40 rue du château rentiers	paris	24	école maternelle	75013
28 rue de patay	paris	25	lycée professionnel galilée	75013
28 rue de patay	paris	26	lycée professionnel galilée	75013
15 rue domrémy	paris	27	école maternelle	75013
30 place jeanne d'arc	paris	28	école élémentaire b	75013
30 place jeanne d'arc	paris	29	école élémentaire b	75013
63 rue dunois	paris	30	école maternelle	75013
64 rue dunois	paris	31	école élémentaire	75013
60 rue dunois	paris	32	école élémentaire	75013
8 rue georges balanchine	paris	33	école élémentaire	75013
21 rue primo lévi	paris	34	école polyvalente	75013
103 av de choisy	paris	35	école élémentaire	75013
103 av de choisy	paris	36	école élémentaire	75013
2 rue tagore	paris	37	l.e.i gaston bachelard	75013
2 rue tagore	paris	38	l.e.i gaston bachelard	75013
2 rue tagore	paris	39	l.e.i gaston bachelard	75013
157 rue de tolbiac	paris	40	école maternelle	75013
5 rue damesne	paris	41	école élémentaire	75013
11 rue du docteur bourneville	paris	42	collège evariste galois	75013
2 place des 44 enfants de d'izieu	paris	43	école polyvalente	75013
8 rue küss	paris	44	école maternelle	75013
8 rue küss	paris	45	école maternelle	75013
84 bd kellermann	paris	46	ecole maternelle	75013
94 rue barrault	paris	47	lycée professionnelle	75013
5 rue de la providence	paris	48	école élémentaire a	75013
5 rue de la providence	paris	49	école élémentaire a	75013
7 rue de la providence	paris	50	école élémentaire b	75013
5 rue henri becque	paris	51	collège georges braque	75013
16 rue wurtz	paris	52	école élémentaire	75013
16 rue wurtz	paris	53	école élémentaire	75013
16 rue wurtz	paris	54	école maternelle	75013
100 rue de la glacière	paris	55	école élémentaire	75013
18 rue moulin des près	paris	56	collège du moulin des près	75013
38 rue vandrezanne	paris	57	école élémentaire	75013
38 rue vandrezanne	paris	58	école élémentaire	75013
40 rue vandrezanne	paris	59	école maternelle	75013
18 bd auguste blanqui	paris	60	école supérieure estienne	75013
2 rue paul gervais	paris	61	école maternelle	75013
13 rue vulpian	paris	62	école élémentaire	75013
140 rue léon maurice nordmann	paris	63	école élémentaire	75013
140 rue léon maurice nordmann	paris	64	école maternelle	75013
30 bd arago	paris	65	école élémentaire	75013
30 bd arago	paris	66	école élémentaire	75013
11 rue croulebarbe	paris	67	école maternelle	75013
40 rue du château rentiers	paris	68	école polyvalente	75013
9 rue auguste perret	paris	69	école élémentaire	75013
12 rue pierre castagnoux	paris	1	annexe de la mairie d'arrondissement	75014
12 rue pierre castagnoux	paris	2	annexe de la mairie d'arrondissement	75014
46 rue boulard	paris	3	école élémentaire	75014
46 rue boulard	paris	4	école élémentaire	75014
75 rue d'alésia	paris	5	collège jean moulin	75014
75 rue d'alésia	paris	6	collège jean moulin	75014
75 rue d'alésia	paris	7	collège jean moulin	75014
école élémentaire 46 rue boulard	paris	7		75014
93 rue d'alésia	paris	8	collège alphonse daudet	75014
93 rue d'alésia	paris	9	collège alphonse daudet	75014
22 rue antoine chantin	paris	10	école maternelle	75014
20 rue antoine chantin	paris	11	école élémentaire	75014
5 rue prisse d'avennes	paris	12	école élémentaire	75014
5 rue prisse d'avennes	paris	13	école élémentaire	75014
12 rue jean zay	paris	14	école élémentaire	75014
71 rue de l'ouest	paris	15	école élémentaire	75014
5 rue asseline	paris	16	école élémentaire	75014
5 rue asseline	paris	17	école élémentaire	75014
école maternelle 55 / 61 rue maurice ripoche	paris	18		75014
12 rue sévero	paris	19	école élémentaire	75014
7 rue du cange	paris	20	collège giacometti	75014
134 rue de l'ouest	paris	21	école élémentaire	75014
134 rue de l'ouest	paris	22	école élémentaire	75014
12 rue sévero	paris	23	école maternelle	75014
48 rue hyppolyte maindron	paris	24	école élémentaire	75014
48 rue hyppolyte maindron	paris	25	école élémentaire	75014
87 bd arago	paris	26	école élémentaire	75014
89 bd arago	paris	27	collège saint exupéry	75014
12 rue pierre castagnoux	paris	28	annexe de la mairie d'arrondissement	75014
12 rue pierre castagnoux	paris	29	annexe de la mairie d'arrondissement	75014
9 rue huyghens	paris	30	lycée paul bert	75014
9 rue huyghens	paris	31	lycée paul bert	75014
24 rue delambre	paris	32	école élémentaire	75014
24 rue delambre	paris	33	école maternelle	75014
14 rue émile dubois	paris	34	lycée technologique émile dubois	75014
12 rue d'alésia	paris	35	école élémentaire	75014
14 rue d'alésia	paris	36	école élémentaire	75014
12 rue d'alésia	paris	37	école élémentaire	75014
3 bis rue d'alésia	paris	38	école maternelle	75014
13 av de la sibelle	paris	39	école polyvalente	75014
13 av de la sibelle	paris	40	école polyvalente	75014
53 rue sarrette	paris	41	école maternelle	75014
19 rue friant	paris	42	lycée lucas de nehou	75014
7 av paul appell	paris	43	stade elisabeth	75014
7 av paul appell	paris	44	stade elisabeth	75014
48 rue hyppolyte maindron	paris	45	école maternelle	75014
48 rue hyppolyte maindron	paris	46	école maternelle	75014
35 rue de l'abbé carton	paris	47	école maternelle	75014
28 rue pierre larousse	paris	48	école élémentaire	75014
28 rue pierre larousse	paris	49	école élémentaire	75014
2 rue maurice rouvier	paris	50	école maternelle	75014
4 rue maurice rouvier	paris	51	école élémentaire	75014
5 square alain fournier	paris	52	école élémentaire	75014
5 square alain fournier	paris	53	école élémentaire	75014
7 av maurice d'ocagne	paris	54	école maternelle	75014
7 av maurice d'ocagne	paris	55	école maternelle	75014
16 av marc sangnier	paris	56	lycée françois villon	75014
31 rue péclet	paris	1	mairie d'arrondissement	75015
31 rue péclet	paris	2	mairie d'arrondissement	75015
11 rue léon lhermitte	paris	3	lycée camille sée	75015
11 rue léon lhermitte	paris	4	lycée camille sée	75015
11 rue léon lhermitte	paris	5	lycée camille sée	75015
36 rue violet	paris	6	école élémentaire	75015
4 place du commerce	paris	7	collège claude debussy	75015
4 place du commerce	paris	8	collège claude debussy	75015
4 place du commerce	paris	9	collège claude debussy	75015
62 rue saint charles	paris	10	lycée professionnel	75015
62 rue saint charles	paris	11	lycée professionnel	75015
12 rue fondary	paris	12	école élémentaire	75015
12 rue fondary	paris	13	école élémentaire	75015
25 rue rouelle	paris	14	école élémentaire	75015
25 rue rouelle	paris	15	école élémentaire	75015
18 rue de la fédération	paris	16	école maternelle	75015
3 place de cardinal amette	paris	17	école maternelle	75015
3 place de cardinal amette	paris	18	école maternelle	75015
3 place de cardinal amette	paris	19	école maternelle	75015
école élémentaire 5 place de cardinal amette	paris	20		75015
école élémentaire 5 place de cardinal amette	paris	21		75015
école élémentaire 5 place de cardinal amette	paris	22		75015
école élémentaire 33 bis rue miollis	paris	23		75015
école élémentaire 33 bis rue miollis	paris	24		75015
école élémentaire 33 bis rue miollis	paris	25		75015
33 rue de l'amiral roussin	paris	26	école maternelle	75015
35 rue de l'amiral roussin	paris	27	école élémentaire	75015
35 rue de l'amiral roussin	paris	28	école élémentaire	75015
13 rue des volontaires	paris	29	collège georges duhamel	75015
13 rue des volontaires	paris	30	collège georges duhamel	75015
166 rue de vaugirard	paris	31	lycée buffon	75015
166 rue de vaugirard	paris	32	lycée buffon	75015
166 rue de vaugirard	paris	33	lycée buffon	75015
149 rue de vaugirard	paris	34	école maternelle	75015
20 rue falguière	paris	35	école élémentaire	75015
20 rue falguière	paris	36	école élémentaire	75015
11 rue vigier lebrun	paris	37	école élémentaire	75015
15 rue aristide maillol	paris	38	école maternelle	75015
15 rue aristide maillol	paris	39	école maternelle	75015
17 rue vigier lebrun	paris	40	école élémentaire	75015
17 rue vigier lebrun	paris	41	école élémentaire	75015
17 rue vigier lebrun	paris	42	école élémentaire	75015
102 rue d'alleray	paris	43	école maternelle	75015
66 rue de la procession	paris	44	école élémentaire	75015
15 rue de cherbourg	paris	45	école élémentaire	75015
15 rue de cherbourg	paris	46	école élémentaire	75015
15 rue de cherbourg	paris	47	école élémentaire	75015
5 av de la porte de brançion	paris	48	école élémentaire	75015
5 av de la porte de brançion	paris	49	école élémentaire	75015
40 rue des morillons	paris	50	école maternelle	75015
40 rue des morillons	paris	51	école maternelle	75015
22 rue saïda	paris	52	maison des associations du 15ème	75015
99 rue olivier de serres	paris	53	école maternelle	75015
27 rue olivier de serres	paris	54	école élémentaire	75015
27 rue olivier de serres	paris	55	école élémentaire	75015
34 rue olivier de serres	paris	56	école maternelle	75015
34 rue olivier de serres	paris	57	école maternelle	75015
1 rue corbon	paris	58	école élémentaire	75015
1 rue corbon	paris	59	école élémentaire	75015
1 rue corbon	paris	60	lycée d'enseignement commercial	75015
1 rue corbon	paris	61	école élémentaire	75015
1 rue corbon	paris	62	école élémentaire	75015
6 rue gerbert	paris	63	école maternelle	75015
31 rue péclet	paris	64	mairie d'arrondissement	75015
11 rue léon lhermitte	paris	65	lycée camille sée	75015
10 rue saint lambert	paris	66	école élémentaire	75015
15 rue saint lambert	paris	67	groupe d'enseignement technique du bâtiment	75015
2 rue théodore deck	paris	68	école maternelle	75015
10 rue saint lambert	paris	69	école élémentaire	75015
1 rue lacretelle	paris	70	ufr staps - université paris descartes	75015
1 rue lacretelle	paris	71	ufr staps - université paris descartes	75015
319 / 321 rue lecourbe	paris	72	lycée louis armand	75015
319 / 321 rue lecourbe	paris	73	lycée louis armand	75015
146 av félix faure	paris	74	école élémentaire	75015
146 av félix faure	paris	75	école élémentaire	75015
3 bd des frères voisins	paris	76	école polyvalente	75015
95 rue balard	paris	77	école maternelle	75015
208 rue saint charles	paris	78	collège andré citroën	75015
208 rue saint charles	paris	79	collège andré citroën	75015
72 rue gutenberg	paris	80	école maternelle	75015
50 rue gutenberg	paris	81	école élémentaire	75015
50 rue gutenberg	paris	82	école élémentaire	75015
39 / 43 av emile zola	paris	83	collège guillaume apollinaire	75015
9 rue lacordaire	paris	84	école élémentaire	75015
78 rue de la convention	paris	85	école polyvalente	75015
56 av félix faure	paris	86	école élémentaire	75015
56 av félix faure	paris	87	école élémentaire	75015
10 rue françois coppée	paris	88	école maternelle	75015
14 rue françois coppée	paris	89	école élémentaire	75015
17 / 19 place étienne pernet	paris	90	macif	75015
17 / 19 place étienne pernet	paris	91	macif	75015
110 rue lourmel	paris	92	école sainte elisabeth	75015
7 rue lacordaire	paris	93	école élémentaire	75015
39 / 43 rue émile zola	paris	94	collège guillaume apollinaire	75015
39 / 43 rue émile zola	paris	95	collège guillaume apollinaire	75015
maison paroissiale 13 place étienne pernet	paris	50		75015
maison paroissiale 13 place étienne pernet	paris	51		75015
maison paroissiale 13 place étienne pernet	paris	52		75015
école sainte élisabeth 110 rue de lourmel	paris	53		75015
collège guillaume apollinaire 39/43 av emile zola	paris	54		75015
collège guillaume apollinaire 39/43 av emile zola	paris	55		75015
collège guillaume apollinaire 39/43 av emile zola	paris	56		75015
lycée d'enseignement professionnel 62 rue saint charles	paris	57		75015
lycée d'enseignement professionnel 62 rue saint charles	paris	58		75015
collège claude debussy 4 place du commerce	paris	59		75015
collège claude debussy 4 place du commerce	paris	60		75015
collège claude debussy 4 place du commerce	paris	61		75015
lycée camille sée 11 rue léon lhermitte	paris	62		75015
lycée camille sée 11 rue léon lhermitte	paris	63		75015
école élémentaire 36 rue violet	paris	64		75015
école élémentaire 12 rue fondary	paris	65		75015
école élémentaire 12 rue fondary	paris	66		75015
école élémentaire 25 rue rouelle	paris	67		75015
école élémentaire 25 rue rouelle	paris	68		75015
école maternelle 18 rue de la fédération	paris	69		75015
école maternelle 3 place du cardinale amette	paris	70		75015
école maternelle 3 place du cardinale amette	paris	71		75015
école élémentaire 5 place du cardinale amette	paris	72		75015
école élémentaire 5 place du cardinale amette	paris	73		75015
école élémentaire 5 place du cardinale amette	paris	74		75015
école élémentaire 33 bis rue miollis	paris	75		75015
école élémentaire 33 bis rue miollis	paris	76		75015
école élémentaire 33 bis rue miollis	paris	77		75015
école maternelle 33 rue de l'amiral roussin	paris	78		75015
école élémentaire 35 rue de l'amiral roussin	paris	79		75015
école élémentaire 35 rue de l'amiral roussin	paris	80		75015
collège georges duhamel 13 rue des volontaires	paris	81		75015
